index,area,axon_rad_loc,d,fiberD_p,fiberType,new_angle,orig_angle,r,tjn_x,tjn_y,tjn_z,type,x,y,z,soma_x,soma_y,soma_z,xshift
0,5280.055553,683.4035037765053,81.99253337399999,14.9,Aa,90.62461175303272,126.9868230439071,40.996266686999995,490.91210646391664,86.11643460984078,-677.9559784,soma,490.91210646391664,912.0636196838586,-686.9604245,491,911.9136670603316,-687.0033593,
1,5460.654340010015,959.9503027572432,83.38297815,15.4,Aa,323.60240907898213,10.719375182098267,41.69148908,1332.361786493923,733.6951699116693,619.0282557460599,soma,1332.361786493923,243.1488049322629,1284.4477339083987,1332,243.44127038170802,1284.4039795580775,
2,5032.319207650329,621.5673748,80.04591068,14.2,Aa,249.5519220309545,209.305085,40.02295534,1527.9944495461248,308.32663090339247,-539.7042617,soma,1527.9944495461248,-464.7109401,-827.9329741,1528,-465.0465092,-828.2630206,
3,5755.929105045067,482.40358100217566,85.6076898,16.2,Aa,170.51535745264687,160.74250717246176,42.8038449,-327.9255171,284.85575405306014,-389.320452,soma,-327.9255171,421.2639518816612,-1205.808057,-328,421.42207363968487,-1205.462932,
4,6369.801859423808,564.5452388,90.05711309799999,17.8,Aa,203.5068812773556,171.2268041568245,45.028556548999994,-992.6452612,491.4174262086626,-277.8852998,soma,-992.6452612,160.3528953,-1039.031594,-993,159.90160879260384,-1039.136186,
5,5982.487134138873,806.9986508896063,87.27622353800001,16.8,Aa,296.7451629858972,351.49424608572014,43.638111769000005,705.4245798556695,604.2146353340651,534.9499948460298,soma,705.4245798556695,-135.7732342,907.8562473421421,705,-135.9738338,907.8871502960501,
6,3944.592875167247,306.0717241931885,70.86897513400001,10.9,Aa,51.063930024567746,61.701231361928514,35.434487567000005,-533.8882111,-162.3949052,-259.437459,soma,-533.8882111,475.7781465235944,256.1669479536936,-534,476.1339444296128,256.6430754358596,
7,5460.654340010015,500.02512598688173,83.38297815,15.4,Aa,116.22116716175987,83.01754575444933,41.69148908,917.6813883487666,155.7100531679757,475.1626100195836,soma,917.6813883487666,897.3310198975732,109.89947224161823,918,897.6249349,109.76770012578129,
8,5388.050400017324,476.5476173410093,82.82680024199999,15.2,Aa,144.17996383352485,112.74537619238305,41.41340012,-1605.017394,354.15088499193917,318.86483382903725,soma,-1605.017394,837.8021094019887,-351.2400841,-1605,837.6171217508094,-351.1386262,
9,5067.345688817297,534.2171281303397,80.32399964,14.3,Aa,17.101086918130132,339.76715476631017,40.16199982,948.2937590181566,-534.2118531,2.3740215379225447,soma,948.2937590181566,-291.5659888,791.0534941189985,948,-291.3198559,790.6898394270004,
10,6728.771235505191,647.2792154264029,92.5599137,18.7,Aa,141.53490533491504,185.10789745529956,46.27995685,604.9563012113912,-597.5149952,-248.8899621,soma,604.9563012113912,-80.4274845,-899.7715741,605,-80.94386684,-899.8922062,
11,5830.962547569905,555.0399560444166,86.16386771399998,16.4,Aa,354.0503755804915,12.487344134575467,43.081933856999996,720.9223533455695,361.5083561570777,421.1663106593351,soma,720.9223533455695,275.6743350766578,1244.7877103361004,721,276.1279034590291,1244.6102914141725,
12,5944.423775,793.2947184590677,86.99813458,16.7,Aa,162.5389408614442,109.53859446033884,43.49906729,-380.3833196,633.7063029954206,477.21361241998056,soma,-380.3833196,882.3036949844354,-313.1091325,-380,882.6325700940292,-313.3052603,
13,5173.1539830778365,864.2925309363742,81.15826650599999,14.6,Aa,113.64707474410801,45.330043880804794,40.57913325,-224.7989429,-256.235504,825.4362153114212,soma,-224.7989429,500.02263061211306,494.2949476,-225,500.2304860597483,493.8602096522216,
